antecedents,consequents,support,confidence,lift
"Co-op, Action, Singleplayer",Multiplayer,0.19655172413793104,0.9661016949152543,1.4008474576271186
"Realistic, First-Person","Singleplayer, Multiplayer",0.1,0.763157894736842,1.4007328447701533
"Adventure, Atmospheric",Action,0.16206896551724137,0.7966101694915254,1.4001027221366205
"Online Co-Op, Singleplayer",Multiplayer,0.19310344827586207,0.9655172413793103,1.4
"Open World, First-Person",Action,0.13448275862068965,0.7959183673469387,1.3988868274582558
"Multiplayer, Singleplayer, Sandbox",Simulation,0.11724137931034483,0.723404255319149,1.398581560283688
"Open World, First-Person, Singleplayer",Action,0.1206896551724138,0.7954545454545455,1.3980716253443526
"Open World, First-Person, Multiplayer",Action,0.10689655172413794,0.7948717948717949,1.397047397047397
"Third Person, Multiplayer, Singleplayer",Action,0.10689655172413794,0.7948717948717949,1.397047397047397
Third Person,Action,0.2,0.7945205479452055,1.3964300539643006
PvP,Multiplayer,0.25862068965517243,0.9615384615384617,1.3942307692307694
"Online Co-Op, Co-op, Singleplayer",Multiplayer,0.16896551724137931,0.9607843137254902,1.3931372549019607
"Adventure, Multiplayer",Action,0.19655172413793104,0.7916666666666667,1.3914141414141414
"Online Co-Op, Co-op",Multiplayer,0.22413793103448276,0.9558823529411765,1.3860294117647058
Co-op,Multiplayer,0.3689655172413793,0.9553571428571429,1.3852678571428572
"Simulation, Sports","Singleplayer, Multiplayer",0.16896551724137931,0.7538461538461538,1.3836416747809153
Early Access,Simulation,0.1206896551724138,0.7142857142857143,1.380952380952381
"Adventure, Exploration, Singleplayer",Action,0.1,0.7837837837837838,1.3775593775593775
"Atmospheric, Singleplayer, Great Soundtrack",Action,0.1,0.7837837837837838,1.3775593775593775
Online Co-Op,Multiplayer,0.2620689655172414,0.9500000000000001,1.3775
"Online Co-Op, Action, Singleplayer",Multiplayer,0.12758620689655173,0.9487179487179488,1.3756410256410256
"Online Co-Op, First-Person",Multiplayer,0.12413793103448276,0.9473684210526315,1.3736842105263156
"Adventure, Open World, Multiplayer, Singleplayer",Action,0.1103448275862069,0.7804878048780487,1.3717664449371765
"Racing, Singleplayer",Multiplayer,0.11724137931034483,0.9444444444444444,1.3694444444444442
"Online Co-Op, Action",Multiplayer,0.1724137931034483,0.9433962264150944,1.3679245283018868
"Online Co-Op, Simulation",Multiplayer,0.11379310344827587,0.9428571428571428,1.367142857142857
"Online Co-Op, Co-op, Action, Singleplayer",Multiplayer,0.11379310344827587,0.9428571428571428,1.367142857142857
"Atmospheric, Open World",Action,0.14482758620689656,0.7777777777777778,1.367003367003367
"Simulation, Singleplayer, Sports",Multiplayer,0.16896551724137931,0.9423076923076924,1.3663461538461539
"Co-op, Shooter",Multiplayer,0.1103448275862069,0.9411764705882353,1.364705882352941
"Online Co-Op, Co-op, First-Person",Multiplayer,0.1103448275862069,0.9411764705882353,1.364705882352941
"Adventure, Open World, Multiplayer",Action,0.1310344827586207,0.7755102040816327,1.3630179344465059
"Open World, RPG",Action,0.10689655172413794,0.775,1.362121212121212
"Story Rich, Adventure, Singleplayer",Action,0.10689655172413794,0.775,1.362121212121212
"Co-op, Action, Shooter",Multiplayer,0.10344827586206896,0.9375,1.359375
"Co-op, Action","Singleplayer, Multiplayer",0.19655172413793104,0.7402597402597404,1.358704586552688
Sports,"Singleplayer, Multiplayer",0.19655172413793104,0.7402597402597404,1.358704586552688
"Online Co-Op, Co-op, Action",Multiplayer,0.15172413793103448,0.9361702127659575,1.3574468085106381
"Simulation, First-Person","Singleplayer, Multiplayer",0.11724137931034483,0.7391304347826086,1.35663181067694
"Online Co-Op, Action, First-Person",Multiplayer,0.1,0.935483870967742,1.3564516129032258
"Realistic, Simulation, Sports",Multiplayer,0.1,0.935483870967742,1.3564516129032258
"Co-op, Action",Multiplayer,0.2482758620689655,0.9350649350649352,1.3558441558441559
"Atmospheric, Singleplayer, Open World",Action,0.12758620689655173,0.7708333333333334,1.35479797979798
Controller,"Singleplayer, Multiplayer",0.10689655172413794,0.738095238095238,1.3547317661241711
"Atmospheric, Great Soundtrack",Action,0.10344827586206896,0.7692307692307693,1.351981351981352
"Third Person, Multiplayer",Action,0.13793103448275862,0.7692307692307693,1.351981351981352
"Adventure, Co-op",Multiplayer,0.1413793103448276,0.9318181818181819,1.3511363636363636
"Atmospheric, Multiplayer, Open World",Action,0.1,0.763157894736842,1.3413078149920252
"Co-op, Open World",Action,0.1103448275862069,0.7619047619047619,1.339105339105339
"Co-op, Open World, Multiplayer",Action,0.1103448275862069,0.7619047619047619,1.339105339105339
"Adventure, Co-op, Action",Multiplayer,0.12413793103448276,0.9230769230769231,1.3384615384615384
"Singleplayer, Sports",Multiplayer,0.19655172413793104,0.9193548387096774,1.3330645161290322
"Online Co-Op, PvP","Singleplayer, Multiplayer",0.1,0.7250000000000001,1.3306962025316458
"Co-op, First-Person",Multiplayer,0.15172413793103448,0.9166666666666666,1.3291666666666666
"Racing, Simulation, Sports",Multiplayer,0.11379310344827587,0.9166666666666667,1.3291666666666666
"Co-op, Atmospheric",Multiplayer,0.11379310344827587,0.9166666666666667,1.3291666666666666
"Story Rich, Adventure",Action,0.11724137931034483,0.7555555555555555,1.3279461279461278
Racing,"Singleplayer, Multiplayer",0.11724137931034483,0.723404255319149,1.3277673040667926
"Story Rich, Singleplayer",Action,0.1482758620689655,0.7543859649122806,1.3258904837852203
"Adventure, Open World, Singleplayer",Action,0.15862068965517243,0.7540983606557378,1.3253849975161451
"Adventure, Open World",Action,0.1793103448275862,0.7536231884057971,1.3245498462889767
"Racing, Sports","Singleplayer, Multiplayer",0.10689655172413794,0.7209302325581396,1.3232263762143068
"Online Co-Op, Co-op","Singleplayer, Multiplayer",0.16896551724137931,0.7205882352941176,1.3225986597170514
"Adventure, Singleplayer",Action,0.2620689655172414,0.7524752475247526,1.3225322532253228
"First-Person, Singleplayer",Action,0.18620689655172415,0.7500000000000001,1.3181818181818183
"Realistic, Sports",Multiplayer,0.10344827586206896,0.9090909090909091,1.3181818181818181
"Co-op, Atmospheric, Action",Multiplayer,0.1,0.9062500000000001,1.3140625000000001
"Co-op, Action, First-Person",Multiplayer,0.1310344827586207,0.9047619047619048,1.311904761904762
"Co-op, Action, First-Person","Multiplayer, Singleplayer",0.10344827586206896,0.7142857142857142,1.311030741410488
"Realistic, Simulation","Singleplayer, Multiplayer",0.14482758620689656,0.7118644067796611,1.3065865694057073
"PvP, Co-op","Singleplayer, Multiplayer",0.1103448275862069,0.711111111111111,1.3052039381153304
"Racing, Simulation",Multiplayer,0.1206896551724138,0.8974358974358976,1.3012820512820513
First-Person,Action,0.23448275862068965,0.7391304347826086,1.2990777338603423
"Adventure, Exploration",Action,0.10689655172413794,0.738095238095238,1.297258297258297
"Simulation, Sports",Multiplayer,0.2,0.8923076923076924,1.2938461538461539
Adventure,Action,0.30689655172413793,0.7355371900826446,1.2927623340846481
"Atmospheric, Singleplayer",Action,0.2,0.7341772151898734,1.2903720751822016
"Adventure, RPG, Singleplayer",Action,0.11379310344827587,0.7333333333333334,1.288888888888889
"Atmospheric, Multiplayer",Action,0.15172413793103448,0.7333333333333333,1.2888888888888888
"Online Co-Op, Co-op, Action","Multiplayer, Singleplayer",0.11379310344827587,0.7021276595744682,1.2887153245354164
Online Co-Op,"Singleplayer, Multiplayer",0.19310344827586207,0.7,1.2848101265822784
"Atmospheric, Singleplayer, Multiplayer",Action,0.1310344827586207,0.7307692307692308,1.2843822843822845
"Racing, Sports",Multiplayer,0.1310344827586207,0.8837209302325583,1.2813953488372094
Sci-fi,Action,0.1103448275862069,0.7272727272727273,1.278236914600551
"First-Person, Multiplayer",Action,0.18275862068965518,0.726027397260274,1.2760481527604814
"Simulation, Open World, Action",Multiplayer,0.1,0.8787878787878788,1.2742424242424242
"Multiplayer, First-Person, Singleplayer",Action,0.14482758620689656,0.7241379310344828,1.2727272727272727
Tactical,Multiplayer,0.1482758620689655,0.8775510204081632,1.2724489795918366
"Exploration, Singleplayer",Action,0.11724137931034483,0.723404255319149,1.27143778207608
"Adventure, RPG",Action,0.13448275862068965,0.7222222222222221,1.269360269360269
Racing,Multiplayer,0.1413793103448276,0.8723404255319149,1.2648936170212766
"Singleplayer, Tactical",Multiplayer,0.11724137931034483,0.8717948717948718,1.264102564102564
"Singleplayer, Early Access",Multiplayer,0.11379310344827587,0.8684210526315789,1.2592105263157893
"Strategy, Action",Multiplayer,0.1103448275862069,0.8648648648648648,1.254054054054054
Atmospheric,Action,0.23103448275862068,0.7127659574468085,1.2527401676337846
Story Rich,Action,0.16206896551724137,0.712121212121212,1.251606978879706
"Adventure, Action, Great Soundtrack",Singleplayer,0.1103448275862069,0.9696969696969696,1.2498316498316497
"Strategy, Tactical",Multiplayer,0.10689655172413794,0.8611111111111112,1.2486111111111111
"Atmospheric, Great Soundtrack, Action",Singleplayer,0.1,0.9666666666666668,1.245925925925926
Sports,Multiplayer,0.22758620689655173,0.8571428571428573,1.242857142857143
"Action, Sports",Multiplayer,0.10344827586206896,0.8571428571428571,1.2428571428571427
"First-Person, Shooter",Multiplayer,0.10344827586206896,0.8571428571428571,1.2428571428571427
"Shooter, FPS",Multiplayer,0.10344827586206896,0.8571428571428571,1.2428571428571427
"Realistic, First-Person, Singleplayer",Multiplayer,0.1,0.8529411764705883,1.236764705882353
"First-Person, Shooter, FPS",Multiplayer,0.1,0.8529411764705883,1.236764705882353
"Action, First-Person, Shooter",Multiplayer,0.1,0.8529411764705883,1.236764705882353
"Action, Great Soundtrack",Singleplayer,0.15172413793103448,0.9565217391304347,1.2328502415458935
"Simulation, First-Person",Multiplayer,0.13448275862068965,0.8478260869565216,1.2293478260869564
Shooter,Multiplayer,0.13448275862068965,0.8478260869565216,1.2293478260869564
"Adventure, Great Soundtrack",Singleplayer,0.12758620689655173,0.9487179487179488,1.2227920227920228
"Atmospheric, Great Soundtrack",Singleplayer,0.12758620689655173,0.9487179487179488,1.2227920227920228
"Multiplayer, Great Soundtrack",Singleplayer,0.12758620689655173,0.9487179487179488,1.2227920227920228
"Realistic, First-Person",Multiplayer,0.1103448275862069,0.8421052631578947,1.2210526315789472
"Action, Shooter",Multiplayer,0.12758620689655173,0.8409090909090909,1.2193181818181817
"Realistic, Simulation, Singleplayer",Multiplayer,0.14482758620689656,0.84,1.218
"Strategy, Sandbox",Singleplayer,0.11724137931034483,0.9444444444444444,1.217283950617284
"Singleplayer, Controller",Multiplayer,0.10689655172413794,0.8378378378378378,1.2148648648648648
Great Soundtrack,Singleplayer,0.2206896551724138,0.9411764705882353,1.2130718954248365
"Strategy, Simulation, Sandbox",Singleplayer,0.1103448275862069,0.9411764705882353,1.2130718954248365
"Adventure, Open World, Sandbox",Singleplayer,0.10344827586206896,0.9375,1.2083333333333333
"Realistic, Open World",Singleplayer,0.10344827586206896,0.9375,1.2083333333333333
"Simulation, Sandbox, Indie",Singleplayer,0.10344827586206896,0.9375,1.2083333333333333
"Adventure, Open World, Exploration",Singleplayer,0.10344827586206896,0.9375,1.2083333333333333
"Adventure, Open World, First-Person",Singleplayer,0.1,0.935483870967742,1.2057347670250897
"Adventure, Action, Exploration",Singleplayer,0.1,0.935483870967742,1.2057347670250897
"Realistic, Singleplayer",Multiplayer,0.16896551724137931,0.8305084745762712,1.2042372881355932
"Realistic, Simulation",Multiplayer,0.16896551724137931,0.8305084745762712,1.2042372881355932
"Simulation, Singleplayer, First-Person",Multiplayer,0.11724137931034483,0.8292682926829268,1.2024390243902439
"Simulation, Early Access",Multiplayer,0.1,0.8285714285714286,1.2014285714285715
